athlete.sex,average_speed,distance,type
F,7.848,27876.6,Ride
F,4.073,70084.7,Ride
F,3.228,10573.9,Run
M,3.6239999999999997,9676.7,Run
F,6.019,13994.0,Ride
M,6.221,24872.0,Ride
M,1.304,13405.9,Hike
F,2.153,2579.2,Run
M,8.564,79439.4,Ride
M,5.5329999999999995,14607.6,Ride
F,4.617,7360.1,Ride
F,10.103,3051.0,Ride
F,4.101,68101.5,Ride
F,7.153,12552.9,Ride
F,3.07,4942.3,Run
F,0.0,0.0,Ride
F,2.9739999999999998,6460.0,Run
F,2.385,3985.9,Run
F,7.093999999999999,42697.2,Ride
F,7.325,16415.3,Ride
F,1.474,6209.5,Run
M,5.859,19359.0,Ride
M,5.245,13982.9,Ride
M,5.73,6939.6,Ride
F,8.629,16093.5,Ride
F,7.952000000000001,13367.3,Ride
F,5.859,47459.7,Ride
M,8.305,22739.4,Ride
F,3.487,16004.8,Ride
M,7.818,29112.6,Ride
M,4.773,24466.0,Ride
F,5.2010000000000005,7483.7,Ride
F,3.7889999999999997,2906.2,Ride
M,7.084,119429.0,Ride
F,5.919,14175.5,Ride
M,4.542,940.1,Ride
F,6.2989999999999995,12264.6,Ride
M,7.755,18138.4,Ride
F,6.696000000000001,38616.4,Ride
M,3.398,15657.1,Run
M,3.4160000000000004,7696.1,Run
F,3.525,2192.5,Run
M,8.88,38396.9,Ride
F,4.793,16393.0,Ride
F,1.9880000000000002,10165.9,Run
M,3.194,6104.5,Run
M,6.922999999999999,97535.7,Ride
M,3.2769999999999997,21201.3,Run
M,2.9,2369.1,Run
M,2.8560000000000003,6463.0,Run
F,2.125,3862.4,Run
M,2.096,9163.8,Ride
M,7.02,74997.4,Ride
M,6.162000000000001,30046.6,Ride
M,7.782,22597.8,Ride
F,2.375,13397.7,Run
F,2.485,5414.6,Ride
F,3.805,7000.7,Run
M,0.0,0.0,Ride
F,5.675,17359.6,Ride
M,3.332,10245.0,Run
M,2.923,11137.9,Run
F,6.872999999999999,50377.1,Ride
F,6.069,11004.0,Ride
M,8.573,48042.6,Ride
M,1.31,2437.7,Ride
F,2.695,2781.7,Run
M,3.805,19552.2,Ride
M,5.18,7526.2,Ride
M,5.906000000000001,27186.4,Ride
M,2.569,5132.7,Run
M,5.061,24010.6,Ride
F,1.922,3019.7,Walk
M,2.715,7378.1,Run
M,6.319,16296.4,Ride
M,8.66,40971.9,Ride
F,2.367,4667.6,Run
M,8.732000000000001,75581.2,Ride
M,7.239,37568.0,Ride
F,6.206,8713.2,Ride
M,5.528,13984.9,Ride
M,5.506,27668.5,Ride
F,1.042,2500.0,Run
F,5.803999999999999,28542.6,Ride
F,0.0,9.2,Ride
M,2.553,17385.0,Run
M,6.47,35700.4,Ride
F,4.617,25770.6,Ride
F,4.689,56859.9,Ride
F,2.456,2060.5,Run
F,2.67,17808.7,Run
M,2.34,4982.3,Run
M,11.708,21425.4,Ride
M,3.451,30547.3,Run
F,4.449,23318.8,Ride
F,0.0,0.0,Ride
F,2.568,5309.8,Run
F,3.228,6443.8,Run
F,2.658,3851.4,Run
F,2.761,4903.6,Run
F,1.6909999999999998,8776.5,Run
M,6.33,24820.0,Ride
M,2.9810000000000003,4017.8,Run
M,2.198,8465.2,Ride
F,4.775,3285.0,Ride
F,2.529,11470.3,Run
M,5.945,4084.5,Ride
F,7.477,31926.0,Ride
M,7.7620000000000005,131473.0,Ride
M,4.359,72848.9,Ride
F,0.0,0.0,Ride
F,1.619,4107.2,Walk
F,2.7289999999999996,4800.0,Run
F,1.234,3619.7,Ride
F,5.849,27621.3,Ride
M,3.2039999999999997,15372.8,Ride
F,3.7680000000000002,28699.8,Ride
F,2.009,43471.9,Run
M,3.1830000000000003,2470.0,Run
M,2.5069999999999997,10193.1,Run
M,7.159,22078.5,Ride
M,6.119,19893.4,Ride
M,7.091,41194.3,Ride
F,2.7319999999999998,12150.3,Ride
M,7.461,26485.1,Ride
M,5.473,5281.0,Ride
M,4.353,39731.9,Ride
M,3.5239999999999996,5000.8,Run
M,1.018,72.3,Workout
F,1.891,1875.9,Run
F,1.758,6262.8,Run
M,2.986,3488.2,Run
M,2.6510000000000002,15262.8,Run
F,2.042,2916.0,Run
M,0.556,2000.0,Swim
F,6.667000000000001,32000.0,Ride
F,3.965,16210.9,Ride
M,9.521,13529.7,Ride
M,6.6979999999999995,46886.6,Ride
F,7.188,38698.8,Ride
F,5.439,19043.3,Ride
F,3.1630000000000003,4147.0,Ride
M,0.0,0.0,Swim
M,6.903,68073.2,Ride
M,8.002,110224.0,Ride
F,2.6660000000000004,4010.0,Ride
F,2.421,3541.5,Run
F,8.019,37674.7,Ride
F,3.2680000000000002,5281.5,Run
M,1.764,2439.3,Run
M,4.419,10057.9,Run
M,3.8289999999999997,10989.3,Ride
M,7.019,22585.7,Ride
F,2.7910000000000004,6654.2,Run
M,3.948,23793.2,Ride
M,0.98,4.9,Ride
M,0.0,0.0,Ride
M,4.668,15522.3,Ride
F,2.193,7127.1,Run
M,6.395,91723.4,Ride
F,3.175,1178.1,Ride
F,4.877,3218.7,Ride
M,7.749,17651.2,Ride
F,5.985,25011.2,Ride
F,3.556,5088.6,Run
F,2.444,9317.3,Run
M,2.81,1646.9,Run
F,2.7880000000000003,17285.4,Ride
F,6.765,21804.0,Ride
M,7.797000000000001,43795.4,Ride
F,7.962999999999999,28889.6,Ride
F,2.708,9988.1,Run
M,4.371,5975.5,Ride
F,1.339,1576.4,Run
M,6.5920000000000005,3948.8,Ride
F,0.9540000000000001,3217.6,Run
M,7.119,3488.2,Ride
M,6.452000000000001,19072.5,Ride
F,0.271,754.4,Workout
M,3.0069999999999997,9996.1,Run
M,6.225,15787.6,Ride
F,1.617,11879.8,Ride
F,3.864,6325.8,Run
F,2.904,4742.6,Run
M,6.95,38424.3,Ride
M,3.1260000000000003,5111.2,Run
M,7.495,39492.2,Ride
M,3.063,10029.3,Run
M,7.526,52425.7,Ride
F,2.38,30246.3,Ride
M,3.9,4996.2,Ride
F,2.347,6787.8,Run
F,6.872000000000001,28711.1,Ride
M,4.613,8856.4,Ride
F,2.144,3786.4,Run
M,8.711,35078.3,Ride
M,7.516,30816.8,Ride
F,2.964,6725.1,Run
F,6.567,84339.4,Ride
F,5.204,29657.6,Ride
F,2.096,7304.2,Run
F,0.0,0.0,Ride
F,6.977,38274.9,Ride
M,7.56,29437.3,Ride
F,2.448,4404.8,Run
F,6.627000000000001,82373.1,Ride
F,7.779,33976.5,Ride
F,0.938,3250.4,Run
M,7.405,71920.5,Ride
M,3.123,2001.7,Run
F,3.7110000000000003,22286.8,Ride
M,2.8539999999999996,8297.1,Run
F,1.8459999999999999,3779.5,Run
F,2.207,5293.4,Run
F,1.6369999999999998,3380.2,Run
F,3.673,16483.3,Run
M,7.732,132327.0,Ride
M,7.5760000000000005,40000.0,Ride
M,5.093999999999999,26447.6,Ride
M,5.482,17866.6,Ride
M,3.989,8329.4,Run
M,3.341,17251.3,Run
F,7.803999999999999,18635.4,Ride
M,3.8360000000000003,7254.1,Run
M,3.0410000000000004,237.2,Run
F,4.421,2100.2,Ride
F,2.369,5255.1,Run
M,5.449,12117.8,Ride
M,8.693999999999999,23491.9,Ride
F,6.95,3370.6,Ride
F,3.432,5000.0,Run
M,6.667000000000001,12000.0,Ride
F,6.359,18918.5,Ride
M,7.848,64138.4,Ride
M,1.969,7502.1,Run
F,2.784,23197.9,Run
F,7.574,55307.2,Ride
F,6.7589999999999995,42716.0,Ride
F,3.272,5081.4,Run
M,8.03,57814.9,Ride
M,3.264,9278.4,Run
F,8.122,70086.5,Ride
M,2.905,18925.9,Ride
F,2.6310000000000002,6502.6,Run
M,2.9610000000000003,19524.7,Run
M,6.891,40347.9,Ride
F,2.385,6671.6,Run
F,2.529,4473.7,Run
M,3.545,11785.9,Ride
M,7.403,43832.4,Ride
F,0.0,0.0,Run
M,8.449,50261.1,Ride
F,2.855,5310.9,Run
F,0.0,0.0,Ride
M,3.404,21692.2,Ride
M,4.47,4702.7,Ride
F,3.3,21884.6,Ride
F,1.765,7139.1,Run
M,7.386,28569.5,Ride
F,5.815,53366.8,Ride
M,8.218,15253.5,Ride
M,3.24,20481.8,Run
M,3.531,19746.5,Run
F,3.0060000000000002,1932.8,Run
F,4.565,16383.0,Ride
F,5.615,28812.8,Ride
F,3.248,24756.4,Ride
M,8.189,28160.6,Ride
M,6.959,9060.4,Ride
M,6.1739999999999995,142185.0,Ride
M,8.077,48905.1,Ride
M,3.4210000000000003,18358.3,Ride
M,8.582,44456.8,Ride
F,2.93,7329.1,Run
M,3.157,10002.0,Run
M,2.47,2652.3,Run
M,6.973,14251.9,Ride
F,3.074,26757.9,Ride
M,5.184,70480.9,Ride
M,3.511,8206.1,Run
M,4.343,5702.0,Ride
F,7.831,42060.4,Ride
F,2.2969999999999997,7696.6,Run
F,7.472,45481.4,Ride
F,2.12,3589.1,Run
F,7.832999999999999,33493.6,Ride
F,3.717,3218.6,Run
F,1.879,2342.8,Run
F,5.0360000000000005,17546.9,Ride
F,5.6579999999999995,23080.2,Ride
M,7.494,16682.6,Ride
F,2.22,3107.4,Ride
F,2.873,13903.7,Run
M,2.8339999999999996,1587.1,Run
M,6.625,76045.8,Ride
M,5.393,43266.0,Ride
M,4.154,31497.2,Ride
F,6.456,69384.7,Ride
M,4.01,28183.1,Ride
F,2.668,19230.2,Ride
M,6.995,23167.2,Ride
F,2.687,4917.0,Run
F,0.8,1200.0,Swim
M,4.697,6077.3,Ride
M,8.222000000000001,13805.0,Ride
F,0.0,0.0,Ride
M,6.516,21784.2,Ride
M,4.082,40632.2,Ride
M,3.122,4970.1,Run
F,5.797000000000001,14445.5,Ride
M,5.537000000000001,18288.4,Ride
M,7.398,87819.9,Ride
F,4.7780000000000005,27366.4,Ride
M,7.587999999999999,24879.7,Ride
F,2.021,3267.9,Run
M,1.686,6890.9,Run
F,2.682,2414.0,Run
F,2.498,4711.4,Run
M,3.736,5507.2,Ride
F,2.736,4621.4,Run
M,1.901,2376.1,Run
M,4.312,29772.7,Ride
M,1.91,1994.4,Ride
F,2.418,4842.4,Run
F,2.67,6429.8,Run
F,4.545,3649.7,Ride
M,7.155,94852.3,Ride
M,5.599,9463.1,Ride
M,2.967,7655.6,Run
F,10.107999999999999,98465.8,Ride
F,3.697,12884.2,Run
M,3.122,29832.1,Ride
F,0.461,750.5,Swim
F,1.655,7318.6,Walk
F,3.6839999999999997,2582.5,Run
F,1.901,4171.6,Run
F,1.621,857.6,Run
M,1.505,21077.8,Run
F,1.565,6622.1,Walk
M,6.353,31874.3,Ride
M,3.378,10429.0,Run
M,3.576,11631.5,Run
M,7.022,14563.2,Ride
M,7.542000000000001,50611.3,Ride
M,7.737,8858.8,Ride
F,1.8880000000000001,8479.4,Run
F,9.113,61523.0,Ride
M,0.39799999999999996,937.3,Swim
M,6.809,75682.4,Ride
F,6.085,40516.4,Ride
M,6.909,52903.4,Ride
F,2.1430000000000002,1613.9,Run
M,3.9939999999999998,44371.7,Ride
F,0.0,0.0,Ride
F,2.637,7283.5,Run
M,5.784,7490.0,Ride
F,2.346,5750.3,Run
M,5.551,13226.9,Ride
F,3.375,4937.8,Run
M,2.455,5697.1,Run
F,5.957999999999999,1441.8,Ride
M,5.99,60142.6,Ride
M,2.8339999999999996,5445.0,Ride
F,2.853,9766.7,Run
M,6.792999999999999,21410.7,Ride
M,8.762,58107.5,Ride
F,2.249,4429.7,Run
M,8.513,44710.1,Ride
M,5.837999999999999,81556.5,Ride
F,7.222,26000.0,Ride
F,2.713,2742.9,Run
F,5.888999999999999,29461.2,Ride
M,9.232000000000001,13866.7,Ride
M,7.218,30930.2,Ride
F,7.105,24568.3,Ride
M,6.9510000000000005,67654.3,Ride
F,6.115,26356.4,Ride
F,1.348,6127.5,Walk
F,6.511,10046.5,Ride
M,6.899,36863.0,Ride
M,5.09,1710.3,Ride
F,4.143,42356.4,Ride
F,2.4090000000000003,6115.2,Run
M,6.526,48416.1,Ride
M,6.01,22827.3,Ride
F,2.985,9334.8,Run
M,6.7860000000000005,61008.5,Ride
F,3.16,4977.0,Run
F,1.575,9218.9,Walk
M,2.792,14101.4,Run
F,1.6640000000000001,15950.7,NordicSki
F,3.219,1635.2,Ride
F,2.289,2844.7,Ride
F,2.1830000000000003,4149.7,Run
M,3.193,10081.5,Run
M,5.466,92173.7,Ride
M,2.4859999999999998,32504.1,Ride
M,4.578,29562.7,Ride
M,2.638,13365.4,Ride
F,1.876,3086.4,Run
M,7.275,63207.2,Ride
F,6.289,7704.4,Ride
F,4.645,13503.7,Ride
M,3.127,12029.1,Run
F,2.572,3184.3,Run
M,5.976,15740.8,Ride
M,3.0639999999999996,13286.4,Run
F,3.0660000000000003,7610.3,Run
F,1.3130000000000002,1822.7,Walk
M,5.83,54558.4,Ride
M,6.251,68519.3,Ride
M,7.921,11113.3,Ride
F,1.091,61.1,Run
M,4.004,25104.6,Ride
M,7.023,70027.6,Ride
F,6.202000000000001,57979.0,Ride
M,3.549,29012.8,Ride
M,7.273,45524.2,Ride
F,0.0,0.0,Ride
M,3.136,10003.3,Run
M,3.035,9980.8,Run
M,6.968999999999999,31905.8,Ride
F,2.895,7413.6,Run
M,2.852,6178.4,Run
M,3.1,12276.2,Run
F,1.032,303.5,Ride
M,3.0460000000000003,7622.0,Run
M,3.1289999999999996,11265.4,Ride
M,3.525,26684.5,Ride
M,9.221,54517.3,Ride
F,3.911,16025.5,Ride
F,6.0489999999999995,7754.6,Ride
F,5.643,9012.2,Ride
F,1.6280000000000001,33258.0,Run
F,9.308,88552.0,Ride
M,3.327,25867.3,Ride
M,6.932,18571.7,Ride
F,8.318999999999999,50329.5,Ride
F,2.5269999999999997,5372.4,Run
M,4.944,13309.2,Ride
M,3.2569999999999997,10038.2,Ride
F,2.51,5007.4,Run
M,7.011,34850.7,Ride
M,7.244,32538.2,Ride
F,3.319,11110.4,Ride
M,0.0,12.0,Walk
F,7.655,21098.1,Ride
M,3.575,1773.3,Ride
M,4.532,5638.3,Ride
F,1.807,3228.7,Run
M,3.952,26199.3,Run
M,3.1719999999999997,13551.1,Run
M,5.8629999999999995,35819.9,Ride
M,3.029,8495.9,Run
M,3.32,3502.9,Ride
M,5.56,1884.9,Ride
M,0.0,0.0,Ride
M,5.22,25935.4,Ride
F,5.1370000000000005,45547.4,Ride
M,7.175,44104.7,Ride
F,2.144,5948.7,Run
F,1.4180000000000001,62.4,Run
M,6.114,50332.9,Ride
M,1.101,464.7,Workout
F,2.9539999999999997,3958.0,Run
M,3.7289999999999996,1502.8,Ride
M,9.012,12445.5,Ride
M,6.767,106366.0,Ride
M,3.4139999999999997,18532.5,Run
F,6.976,35798.8,Ride
F,4.79,29257.3,Ride
F,2.5610000000000004,4709.4,Run
M,2.34,5187.4,Run
M,6.843999999999999,50031.7,Ride
F,1.64,6236.1,Run
M,2.279,6077.1,Run
M,3.927,27078.2,Ride
M,7.42,124316.0,Ride
F,3.965,6007.7,Ride
M,3.16,17760.3,Ride
M,6.9,17152.3,Ride
M,8.129,115435.0,Ride
M,0.0,0.0,Run
M,2.251,5604.4,Run
M,1.662,3665.6,Run
M,7.5729999999999995,36908.5,Ride
F,3.103,16477.4,Run
F,1.474,1960.1,Run
F,0.8590000000000001,574.0,Ride
F,16.055,5250.0,Run
M,4.2589999999999995,8014.6,Run
F,5.435,32733.3,Ride
F,4.938,1254.3,Ride
M,8.764,42840.1,Ride
M,6.104,35113.5,Ride
M,4.495,36317.3,Ride
F,6.41,19247.8,Ride
F,3.073,8514.8,Run
F,0.0,0.0,Workout
M,5.599,173496.0,Ride
M,8.295,92284.7,Ride
F,9.474,16106.0,Ride
M,7.742000000000001,47873.5,Ride
F,1.651,9081.1,Run
M,6.888,116004.0,Ride
F,2.2030000000000003,5008.8,Run
M,7.888,19601.7,Ride
F,2.458,7174.6,Run
M,7.2620000000000005,52433.6,Ride
M,7.465,55009.5,Ride
M,7.169,40255.7,Ride
F,7.653,32572.3,Ride
M,1.12,44.8,Ride
F,3.759,5356.7,Ride
M,2.766,11559.4,Run
M,3.362,8062.9,Run
M,6.64,21195.1,Ride
F,2.714,5604.2,Run
M,6.604,18212.6,Ride
M,7.975,57874.5,Ride
F,6.6,29700.0,Ride
M,4.106,14884.2,Ride
M,2.721,25243.9,Run
M,8.084,40749.3,Ride
F,1.554,3481.9,Run
M,8.158999999999999,45708.3,Ride
M,2.8080000000000003,14628.7,Run
M,0.892,2283.1,Swim
F,2.231,223.1,Run
M,7.136,25690.0,Ride
M,7.539,42345.2,Ride
M,5.557,20787.7,Ride
M,7.745,41862.0,Ride
F,6.194,35479.4,Ride
F,3.052,12562.1,Ride
M,1.892,3998.7,Ride
F,2.8569999999999998,4973.6,Run
M,4.691,5774.3,Ride
M,8.142000000000001,8386.0,Ride
F,3.258,5761.0,Run
F,2.8810000000000002,4768.7,Run
F,5.619,10991.7,Ride
F,2.064,13809.1,Run
F,5.103,38672.9,Ride
M,6.107,29865.5,Ride
M,6.652,46835.7,Ride
M,6.291,112668.0,Ride
M,9.276,65245.0,Ride
M,4.34,11236.1,Ride
M,7.75,40408.2,Ride
M,4.184,10063.6,VirtualRide
M,5.314,2784.4,Ride
M,10.066,83052.5,Ride
F,2.273,6256.5,Run
F,0.0,0.0,Run
M,8.375,38440.1,Ride
F,4.231,69034.4,Ride
F,2.6260000000000003,8079.0,Run
M,8.602,33574.5,Ride
F,2.78,3998.1,Run
F,5.454,332.7,Run
F,0.003,6092.1,Run
F,2.6430000000000002,3720.9,Run
M,4.632,7470.8,Ride
F,4.712,11917.6,Ride
F,4.728,13674.4,Ride
M,4.245,9847.6,Run
F,3.577,9713.9,Run
F,5.968,9011.7,Ride
M,6.687,2179.8,Ride
F,0.775,1423.8,Swim
M,5.941,39149.7,Ride
F,1.044,1070.1,Walk
M,6.651,22241.9,Ride
M,7.867999999999999,39207.0,Ride
F,5.4239999999999995,8944.2,Ride
F,0.0,0.0,Workout
F,5.916,28296.0,Ride
M,0.0,0.0,WeightTraining
M,5.87,92971.1,Ride
F,2.783,8273.4,Run
M,2.861,5149.9,Run
F,2.92,4199.6,Run
M,7.145,91294.3,Ride
M,4.022,2955.9,Ride
F,1.254,4061.7,Walk
M,3.968,19253.8,Ride
F,6.245,7712.3,Ride
F,2.057,4385.6,Run
M,5.91,38139.4,Ride
M,7.688,25209.4,Ride
F,1.318,32987.4,Swim
F,4.558,19605.0,Ride
F,7.091,38357.3,Ride
M,2.472,5698.5,Run
M,3.267,5197.5,Run
M,8.277000000000001,17688.5,Ride
M,2.675,7666.8,Run
F,2.602,3967.3,Run
M,3.4139999999999997,14566.2,Run
M,5.831,44832.8,Ride
M,6.547999999999999,17895.1,Ride
F,5.34,8095.7,Ride
M,2.667,8000.0,Run
M,2.574,2628.1,Run
M,1.176,3586.1,Hike
M,0.0,0.0,Ride
M,2.051,12613.2,Run
M,3.905,1132.5,Ride
F,6.806,118651.0,Ride
F,2.75,20637.9,NordicSki
F,3.09,6442.8,Run
F,3.6489999999999996,75550.6,Ride
F,4.718999999999999,42899.6,Ride
M,6.841,23771.4,Ride
F,6.641,92139.1,Ride
F,2.866,8260.1,Run
F,0.8590000000000001,574.0,Ride
M,5.904,21819.7,Ride
M,6.699,34726.1,Ride
F,1.455,7291.1,Run
M,7.855,185275.0,Ride
F,0.542,2194.6,Swim
M,7.091,50686.8,Ride
M,3.338,6956.6,Ride
M,7.4479999999999995,18553.3,Ride
F,2.906,21444.6,Run
F,5.575,14345.6,Ride
F,6.06,49834.4,Ride
M,6.895,7529.4,Ride
M,0.0,0.0,Ride
M,2.502,3659.9,Run
M,5.079,14108.1,Ride
M,6.0520000000000005,6880.9,Ride
M,2.659,3815.0,Run
F,5.171,22765.9,Ride
F,7.4079999999999995,8112.1,Ride
M,6.145,32109.0,Ride
F,2.6439999999999997,502.3,Run
F,4.117,49.4,Ride
M,7.06,42655.4,Ride
F,2.301,2428.0,Run
F,7.67,67148.8,Ride
F,1.929,11320.9,Run
M,7.182,20282.8,Ride
M,3.52,2178.9,Ride
F,4.498,8343.6,Ride
F,2.69,12603.5,Run
M,2.9789999999999996,12971.7,Ride
M,7.279,43077.3,Ride
M,5.596,41871.8,Ride
F,2.025,2433.6,Run
M,4.4639999999999995,16033.3,Ride
M,3.162,39527.8,Ride
M,5.507999999999999,20907.2,Ride
F,3.8289999999999997,22993.0,Ride
F,4.596,4715.6,Ride
F,1.4,5.6,Run
M,8.318999999999999,75091.6,Ride
F,3.33,1775.1,Run
M,8.0,14400.0,Ride
M,1.5430000000000001,4428.3,Walk
F,3.3160000000000003,19898.8,Ride
M,6.13,20100.5,Ride
F,2.327,3002.4,Run
F,3.3510000000000004,8046.7,Run
F,2.6039999999999996,11053.8,Run
F,3.467,5000.0,Run
F,0.667,2000.0,Swim
M,7.38,129645.0,Ride
F,6.9239999999999995,63048.4,Ride
F,2.653,7098.4,Run
F,6.394,16951.4,Ride
F,5.912999999999999,33208.5,Ride
M,7.88,36454.1,Ride
M,2.915,11623.2,Run
M,7.997000000000001,29828.1,Ride
M,3.9130000000000003,40065.6,Ride
F,1.615,4905.4,Run
M,3.7539999999999996,23060.0,Ride
M,0.0,0.0,Ride
F,2.741,5240.6,Run
F,0.642,2300.0,Swim
M,4.218,26783.4,Ride
M,4.6530000000000005,15395.9,Ride
F,2.4290000000000003,5496.5,Ride
F,5.141,7403.0,Ride
F,3.429,5318.6,Run
M,4.016,28573.3,Ride
M,7.824,92733.4,Ride
M,6.832000000000001,69125.5,Ride
M,6.75,24462.1,Ride
M,1.22,3546.5,Walk
M,3.8360000000000003,9432.5,Ride
M,7.072,29419.3,Ride
F,0.862,6947.6,Ride
F,1.453,2972.5,Workout
M,3.537,14114.2,Run
M,6.398,28402.2,Ride
M,8.361,98540.0,Ride
M,2.883,2461.8,Run
F,0.22899999999999998,19268.8,Ride
M,1.604,274.2,Workout
F,1.3659999999999999,6338.2,Run
F,5.735,22532.7,Ride
F,6.221,33208.0,Ride
M,6.8839999999999995,8350.4,Ride
M,3.0669999999999997,11492.8,Run
F,1.65,5800.9,Run
F,2.4619999999999997,8489.1,Run
F,4.9110000000000005,29181.1,Ride
F,3.255,11399.6,Run
F,1.7730000000000001,4957.2,BackcountrySki
F,2.964,2857.5,Run
M,7.117000000000001,37764.8,Ride
F,2.612,21886.3,Ride
M,2.6239999999999997,11966.8,Ride
M,5.244,9146.3,Ride
M,6.591,8561.1,Ride
F,3.01,4897.4,Run
F,3.34,13135.6,Run
F,3.0580000000000003,5000.0,Run
M,0.746,2650.0,Swim
F,5.494,7384.3,Ride
F,2.972,1890.5,Run
F,2.6069999999999998,114.7,Walk
F,7.435,43529.8,Ride
F,8.832,23759.2,Ride
M,5.202000000000001,6554.8,Ride
F,2.823,8667.6,Run
F,3.015,5885.9,Run
M,0.0,0.0,WeightTraining
F,2.804,10433.5,Run
F,0.365,1371.6,Swim
F,6.192,18079.9,Ride
F,4.338,17743.7,Ride
F,6.19,12770.3,Ride
M,2.786,4335.4,Run
F,4.895,4899.5,Ride
F,1.621,2144.2,Run
F,2.134,6533.9,Run
M,4.103,23336.7,Ride
F,2.611,10029.6,Run
M,4.124,10152.3,Run
F,1.1059999999999999,6633.9,Hike
F,6.183,5342.5,Ride
M,10.444,20377.0,Ride
M,2.96,10100.9,Run
M,7.132000000000001,22372.3,Ride
M,4.927,10168.7,Ride
F,2.8360000000000003,6629.5,Run
M,4.667,19877.9,Ride
M,7.33,17048.5,Ride
F,6.859,44789.3,Ride
F,5.305,6461.9,Ride
F,5.912999999999999,36021.6,Ride
M,0.899,121.4,Swim
F,3.42,13718.7,Run
F,2.645,9381.4,Run
M,3.7039999999999997,5000.0,Run
M,8.665,19860.2,Ride
F,2.713,4456.9,Run
M,6.002000000000001,58361.3,Ride
F,6.03,53919.9,Ride
F,5.11,9965.4,Ride
M,6.037000000000001,4455.6,Ride
F,1.693,2628.2,Run
F,2.7769999999999997,3395.9,Run
M,3.464,1787.3,Run
M,0.618,2514.6,Walk
F,2.667,6325.3,Run
M,3.361,25701.8,Ride
M,0.945,2500.0,Swim
M,8.642000000000001,85184.0,Ride
M,3.022,8053.9,Run
M,5.811,4294.0,Ride
M,4.782,84996.4,Ride
F,2.863,23244.3,Ride
M,2.98,12119.1,Run
M,5.364,9656.1,Ride
F,5.452999999999999,6200.0,Ride
M,4.706,4353.2,Ride
M,5.162000000000001,26437.6,Ride
F,3.822,34.4,Ride
M,3.322,20051.7,Run
F,1.444,5447.0,Run
F,7.664,16093.5,Ride
M,3.2680000000000002,5130.8,Run
M,1.581,3226.1,Run
F,0.22699999999999998,207.1,Workout
F,1.36,17344.2,Run
F,2.026,10188.0,NordicSki
F,7.1610000000000005,23393.6,Ride
F,6.729,25880.2,Ride
M,0.0,0.0,Run
M,6.724,25449.1,Ride
M,3.647,15787.9,Run
M,12.132,20005.6,Ride
M,6.559,19428.0,Ride
M,3.219,5415.1,Run
F,2.6889999999999996,12102.3,Run
F,1.3969999999999998,3506.0,Run
F,2.853,12830.1,Run
F,3.141,14689.8,Run
F,2.71,12005.7,Run
F,2.112,4002.3,Run
M,8.948,60801.4,Ride
F,8.961,7921.9,Ride
F,3.51,3218.7,Run
F,4.546,8150.1,Ride
F,5.278,64727.9,Ride
F,2.329,6797.4,Run
M,7.041,38675.1,Ride
F,2.966,6581.3,Run
F,2.0669999999999997,30566.6,Ride
F,2.247,5355.6,Run
M,2.563,8033.8,Run
M,4.151,92858.5,Ride
F,2.622,8880.2,Run
M,8.51,48138.4,Ride
F,6.289,7704.4,Ride
M,9.168,22800.1,Ride
M,7.4079999999999995,6341.4,Ride
F,4.893,21407.9,Ride
M,5.69,61450.8,Ride
M,5.506,43303.2,Ride
F,1.845,1208.8,Run
M,2.866,8790.4,Run
F,2.351,1412.9,Run
F,5.0,4574.8,Ride
M,5.184,10772.7,Ride
M,7.468,66035.7,Ride
M,6.197,45639.1,Ride
F,2.299,8440.5,Run
F,7.045,13624.7,Ride
M,4.157,34178.4,NordicSki
F,2.9019999999999997,6520.9,Run
M,0.83,475.0,Swim
F,6.04,40537.0,Ride
F,6.7620000000000005,61763.7,Ride
M,6.678999999999999,38403.0,Ride
M,1.8,9.0,Run
M,4.664,58754.8,Ride
F,0.51,3195.3,Run
M,4.256,19686.3,Ride
M,4.138,9224.4,Ride
M,8.37,64249.5,Ride
M,2.5869999999999997,9325.0,Run
F,2.539,8513.7,Run
F,0.8490000000000001,5076.1,Hike
F,6.7,37339.8,Ride
F,5.8420000000000005,39590.8,Ride
M,4.023,2804.0,Run
F,2.359,3140.0,Run
M,6.097,47816.0,Ride
F,2.7910000000000004,42200.0,Run
M,8.422,12725.5,Ride
M,3.4530000000000003,6046.3,Run
M,8.675,81331.8,Ride
F,3.074,6157.3,Ride
F,2.0669999999999997,5781.0,Run
M,3.1660000000000004,13857.5,Ride
M,3.111,14508.8,Run
F,2.24,11297.0,Run
M,3.2889999999999997,6521.4,Ride
M,7.827000000000001,56453.8,Ride
M,4.586,19741.1,Ride
F,4.96,34570.2,Ride
M,1.155,54.3,Run
M,5.263999999999999,6975.4,Ride
F,2.364,3852.9,Run
M,7.534,76441.9,Ride
M,6.7170000000000005,76536.5,Ride
F,2.559,6738.8,Run
M,6.818,30815.5,Ride
M,6.837000000000001,114686.0,Ride
M,5.045,29602.0,Ride
F,0.687,311.8,Workout
F,4.671,6259.0,Ride
F,3.197,5026.2,Run
M,3.8569999999999998,54.0,Ride
F,2.8939999999999997,9136.4,Run
F,1.357,2297.9,Walk
F,2.627,7674.0,Run
F,3.08,7510.1,Run
F,1.784,8795.7,Run
F,5.472,24196.3,Ride
F,2.846,3492.2,Run
M,4.757,13775.1,Ride
F,2.773,5085.3,Run
M,2.48,16098.1,Run
